,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,SI,SI,SI,SI,SI,SI,SI,SI,LI,LI,LI,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi
benzquinamide,17.50403917,17.63477461,17.5323397,17.60762338,17.52349157,17.65336288,17.86557475,17.46450903,18.73270129,17.2621727,16.55114245,16.32928329,16.04866042,16.14449153,16.07886796,16.73433544,17.26683295,17.01624875,18.59058124,16.24997991,16.07886796,15.39646696,15.7959003,16.59786836,15.84443068,16.23758414,16.0151232,16.13020374,20.51056627,16.59146901,20.93690301,16.82471722,15.93148233,15.94939984,17.57832279,16.11265125,15.94939984,17.5508111,17.14905823,21.52948414,21.10003624,17.51126262,17.11420103,17.64040817,21.62447276,18.82318302,17.605261,17.56593314,17.45392619
Benzyl 7-methyloctyl phthalate,17.35769474,17.6111505,17.37139599,17.65336288,17.36180689,17.51980152,17.74566761,17.20732797,15.25903903,17.04188883,16.25978697,21.18274296,15.58725713,19.70011257,15.7759528,16.28384231,17.00690444,16.72091961,17.89530754,17.6247265,18.27847793,19.19967302,19.39970209,19.5689877,15.75135746,20.29396488,18.27208938,18.41185513,16.97165051,20.84971005,16.03441211,18.18060581,15.35222401,18.68144684,16.39053946,19.28276816,19.89091266,16.27231662,21.00677697,16.57498096,16.58261871,17.38041728,20.08917851,17.60762338,16.32928329,17.02227845,17.4494437,17.37139599,17.220953
benzyl alcohol,26.56920009,26.38700256,26.9563322,26.34153643,26.34153643,26.67478788,26.64553224,27.09034412,23.15662346,27.21443881,27.63373471,26.81151563,26.63245474,27.21443881,27.59649023,27.38847163,26.68494124,26.85585072,26.21247116,25.99068941,26.26797282,24.86542407,26.5799689,26.59332192,25.65828391,26.44023165,26.00609777,25.32131146,25.33887718,26.38700256,25.64050817,26.97278663,28.19682969,23.67792966,25.02330748,25.24883558,25.99068941,26.31224999,25.99068941,24.91904818,25.50436135,26.2034992,25.52156581,26.10481805,24.62270274,24.46295892,26.08811885,26.73425378,26.27727071
Benzyl methacrylate,18.95379564,18.05404651,18.40303621,18.10578887,18.65183126,18.83066014,18.90666017,17.7691117,17.97358903,18.06548782,17.30146525,23.17092485,18.79063698,21.69116927,17.23210299,17.36180689,17.93947388,18.62722117,17.43227629,20.78968948,20.72772655,21.44995068,20.45219973,22.14161702,19.82898419,21.79906164,20.2303425,21.75184856,19.18069582,22.48805423,19.87460159,22.14161702,18.20971123,20.75708123,18.35238502,21.12303882,21.23414896,18.39959746,22.31597575,20.58340438,20.12321135,18.92286051,22.24310025,19.75067326,20.88954536,22.36968046,18.40303621,18.04580689,18.21700536
beta-hederin,22.32000126,21.19321312,21.17167048,20.99352433,22.59201116,22.96644128,20.72772655,21.47253348,22.74738838,22.35295349,20.39485751,27.13780775,19.40951648,25.5489338,19.63834118,20.52280302,22.60020209,21.52948414,22.50468116,24.81067152,23.78548588,24.71872763,24.61756792,25.23591336,23.58840498,24.92653904,24.18127723,26.06319887,23.68290838,25.88734383,24.1001739,25.5489338,20.52951643,23.95358906,22.50079842,25.05315327,24.68706245,20.81026429,25.51277149,24.53531773,23.66294925,22.49667239,25.59813717,23.42300573,23.92494017,25.09580217,21.48349668,20.90004649,21.64268154
Betalamicacid,22.82431038,25.26688792,24.38757812,26.61837431,25.56713387,24.84008839,24.63656162,25.69392471,19.3072841,25.04701929,24.9979226,23.08116289,25.17375277,23.48465821,24.42960724,24.82123716,24.89103408,25.88734383,24.62926858,23.79640495,23.82621833,19.97090692,23.36055628,23.449772,19.65672408,23.57521819,21.40216885,23.3870803,21.68274927,23.43986555,20.18713679,21.68734969,21.83214103,18.98921025,19.39660619,20.04372225,24.1001739,21.51454377,25.48548613,24.33019279,25.06018846,25.90407564,25.22696416,25.87982344,25.01031663,24.83218497,25.82362386,26.07536529,26.32203151
Betamethasone butyrate propionate (JAN),21.49115678,21.12737969,20.51056627,20.43793796,20.25272801,20.52951643,21.00959271,20.03694708,19.86212104,20.08069826,19.42823678,19.03644613,19.9238073,18.10196241,19.21468658,19.35906636,20.0506183,19.41243217,19.70570019,19.00543869,20.34267846,19.60400268,19.05592044,19.12326354,20.15515529,18.96396097,21.26684533,18.67811109,19.39660619,19.88853788,19.38975152,19.65672408,21.7647497,19.3072841,23.03212969,19.02646235,18.72044379,19.59606717,19.25715978,18.9510489,20.59820169,19.98016054,20.63101056,21.15704191,20.6041039,18.97702077,20.28736913,21.41454853,19.9919847
Betanechol,26.25326062,26.97278663,26.67478788,26.81151563,25.36348377,23.58226733,25.33887718,27.04491852,23.62597888,28.43872693,26.45234019,25.7979914,24.57219113,24.26500919,28.34175096,24.51614026,25.9730829,24.14591475,25.72093567,23.21444535,23.62083227,19.68521118,23.99582083,26.60687402,25.22696416,21.74795397,23.65929031,25.30673708,22.02243817,22.94676477,20.73368604,20.60106986,23.57781393,24.20516601,22.15411249,20.23391852,23.57521819,25.66591304,23.89723212,21.38891457,20.91163256,24.33019279,25.02330748,24.69248037,25.40063273,23.35683577,25.33887718,23.54267965,25.47603913
Bethanidine,23.8213603,23.3870803,21.70951707,22.77776478,22.34445384,20.2108308,20.10338322,24.91904818,17.71809044,21.87161383,23.07199717,19.67427323,25.11107806,19.9438865,19.28276816,22.57454144,23.12042002,23.62083227,22.01409994,24.1120283,17.72559858,18.79538537,17.29175832,17.220953,16.48927472,21.14602346,19.44908857,21.08982498,17.73328149,19.326447,22.70630419,21.89425384,18.72044379,21.03885373,19.07201477,16.52690678,18.07649508,24.4353941,21.20679309,20.17277129,21.00677697,24.09441894,22.03014087,21.73890005,20.50586475,19.98313466,22.80159491,22.33269384,22.5656899
Biacetyl,25.7979914,25.93021477,26.7082757,26.3971658,25.87149936,26.73425378,26.32203151,26.56920009,25.70317962,27.31996137,26.78120452,25.14514601,26.38700256,25.48548613,26.34153643,27.52511257,27.35222735,27.35222735,26.11418082,25.99829581,26.08811885,24.65641128,26.10481805,25.75693058,25.16621218,26.06319887,24.81067152,25.80778734,25.27262731,26.31224999,23.79640495,25.32919766,25.91963861,24.81067152,24.83218497,24.91283269,26.40669292,26.10481805,25.21192217,25.6491054,25.62532013,26.05248508,25.71147067,26.40669292,24.89714902,25.26688792,26.83893409,26.14406266,26.76654945
"Bicyclo(3.3.1)nonane-2,6-dione",23.08469818,22.64313311,24.57219113,25.49579957,22.55632039,23.92494017,22.87426948,23.93592767,19.71615204,22.09815922,21.79499563,21.78734689,23.56499626,20.28736913,23.34705529,25.01031663,24.23246826,22.138223,21.60490656,22.55179292,21.70578351,21.89822291,21.37848511,22.72882649,21.01520482,22.76801851,20.62785157,25.34616313,22.78098253,22.89946054,22.65159828,22.51308158,20.40458447,21.69116927,20.43476427,22.85948919,22.16255812,28.24483876,23.20565498,22.3284401,21.94675655,24.95451828,22.88499409,23.18575593,23.79061074,23.13637773,23.8213603,23.09515673,24.56670791
Bilirubin,15.62774059,15.55627502,15.82185628,15.98003614,15.03995173,15.96540768,16.33807946,15.25903903,20.09435705,16.64937757,19.26774869,18.37011634,22.74738838,20.7828544,21.57014473,19.13900623,17.62835802,20.32762995,21.46286031,21.30698018,20.84022548,23.29539136,21.43550689,19.84193288,21.67866177,20.84022548,23.73491331,19.25715978,19.15404004,18.49615246,21.75469104,18.18799515,23.1264621,23.6015957,25.13312802,24.08822712,21.36842687,21.46939617,15.30920844,17.0114489,16.51722463,16.47287591,15.39646696,15.30920844,17.3977994,16.23758414,15.39646696,16.62621856,16.22831287
Biotin l-Sulfoxide,23.24596275,22.27582948,21.91373123,20.88954536,22.21645807,20.91163256,21.31452969,21.99197159,25.01031663,23.18575593,22.65159828,20.94490957,23.88654588,22.02243817,22.62804685,22.78098253,21.80377011,21.80634786,23.29539136,23.00984932,22.70630419,23.53767383,23.51951102,22.78907418,22.21645807,20.449611,25.35656885,20.91780003,20.2011406,20.67567178,23.27219568,25.72093567,27.52511257,24.50750368,27.45600488,26.82497564,20.91780003,22.63596148,21.29911504,20.41148433,19.13220894,20.14470716,19.38975152,20.18144746,18.75233465,19.00880021,21.6366946,20.83738784,21.47545656
Biotin sulfone,19.31625266,18.96396097,19.1776335,18.77144294,18.83973298,19.00880021,18.68493524,18.82801891,19.61028461,18.56022835,18.26951556,17.17003625,18.26951556,17.65832847,17.98360305,18.43496123,18.43860535,18.59884772,18.27208938,18.00370808,16.73433544,17.42488431,17.21178625,16.81057148,17.46450903,16.39053946,20.55473575,17.68976754,17.92371312,18.35852052,17.82342779,17.63211972,21.96751146,19.78882745,22.97944031,20.94490957,17.08384345,17.6175268,18.36374324,17.96341575,18.21314748,19.24129338,18.32666502,19.12983957,17.49111498,18.07649508,19.1649117,19.16170436,19.0886835
Bis({4-[(vinyloxy)methyl]cyclohexyl}methyl) glutarate,16.48927472,16.44153687,16.46384267,16.59146901,16.47287591,16.41201286,16.61911523,16.19930811,16.79602436,16.2948396,16.28384231,17.96341575,19.71033476,19.07524459,18.64155901,18.90297523,18.8481722,17.605261,18.79315988,18.60611722,18.31613676,21.94675655,19.13527628,16.59146901,22.60020209,16.7632174,19.6492386,18.74305647,16.1730309,17.53628385,18.57465734,18.87190486,19.04047573,21.46939617,19.29880665,17.61453795,18.33529315,18.57138462,16.25978697,15.48847393,15.58725713,16.38266594,16.38266594,16.60582606,15.30920844,15.66495596,16.30747369,16.35787214,16.2948396
Bis(2-(2-(2-butoxyethoxy)ethoxy)ethyl) adipate,22.61777515,22.39368904,22.34445384,22.67922558,21.86143331,22.58288632,22.47147767,21.29911504,25.69392471,22.24001221,21.78005467,27.75970188,20.96496955,26.88290644,20.6179325,21.06863755,21.49946783,21.77690495,21.7236974,26.331853,25.53321002,26.7951109,25.48548613,26.5476744,26.12678557,26.331853,25.74215688,27.0593956,27.49177883,27.35222735,27.90886945,27.11909414,20.31754123,25.99829581,25.75693058,26.5799689,26.03276207,21.19607572,26.83893409,27.52511257,26.92352359,22.25247358,26.78120452,22.05675089,27.85478747,27.716681,22.03014087,22.18428512,21.83214103
Bis(2-butoxyethyl) adipate,22.3576282,22.08520802,22.04109286,22.21285854,21.43550689,22.18745047,22.42884782,21.16725287,24.05181082,21.84997816,20.99352433,25.69392471,20.48373327,23.79640495,20.20392982,20.58340438,21.24654555,21.37848511,21.36842687,24.08822712,22.78098253,23.36663657,22.25594865,23.36055628,23.25123086,22.95207912,22.69961749,25.00310312,25.78531814,24.05670121,25.96651454,24.96641424,19.88152997,22.92950992,24.42960724,23.18029113,22.90432744,20.73051014,23.96962175,25.96651454,25.05315327,21.61604344,24.60613778,21.99197159,26.14406266,25.67444491,21.69116927,21.92634379,21.46939617
Bis(4-methylpentyl) phthalate,21.87983855,22.62300935,21.42204329,21.42444401,22.0895859,22.36968046,22.5476067,21.77690495,19.01410095,26.7466272,25.12766351,20.77893298,23.15662346,19.25443444,24.94744898,24.29790092,22.93829907,26.91353909,25.01031663,20.34025835,21.16725287,20.14097416,19.4969308,22.81966934,21.5186352,21.73124539,21.27075408,20.58708922,19.66777342,20.16080429,19.61277583,19.36775237,21.48022312,20.66982288,21.62013002,19.17477854,20.7757707,20.87481436,22.96644128,19.79564655,22.37787746,22.76362365,20.69927781,23.17580666,22.0895859,21.21065991,23.9143055,22.67189698,21.95506907
"Bis[2,4-bis(2-methyl-2-propanyl)phenyl] phosphonate",25.46580987,25.12766351,25.18119984,25.29859694,24.79851892,25.17375277,25.29859694,24.37705387,19.18931362,24.76213358,24.02647486,21.67230677,23.29241394,22.27204144,23.24148822,23.73491331,24.45788152,24.4353941,24.29165434,23.10441632,22.66783002,20.95190822,22.9708677,24.35155576,21.22135804,24.24349076,20.97944031,22.54353596,24.12342604,24.09441894,23.19699179,23.96386478,21.85320855,22.41162542,18.42307704,23.57781393,23.61175654,24.0762045,24.39938369,22.85948919,23.46926836,25.18119984,23.95358906,25.01031663,22.69552611,23.22875458,24.65641128,25.02967854,24.68706245
Bis[4-(vinyloxy)butyl] succinate,20.93072092,21.03885373,20.81026429,21.07990362,20.84022548,21.38891457,20.94490957,20.37123023,23.11298997,20.56419928,20.17842931,23.83155253,18.9571973,21.88311034,19.77391554,20.15745835,20.1258604,20.27609302,19.89416423,20.61391733,20.04754227,20.30977208,19.9919847,21.69406468,20.46367918,21.78005467,21.01953154,21.57672972,25.48548613,22.97525061,26.16221532,22.42884782,18.98516702,20.57687042,22.47560259,21.78382872,20.78968948,19.19242154,22.21285854,25.53321002,25.40063273,20.83368911,22.67189698,20.99766787,26.04263399,24.04517374,20.76024233,20.39764461,20.62455618
Boldenone Undecylenate,18.55497104,18.82801891,18.67533567,18.57465734,18.46756101,18.69247802,18.5399265,18.15464145,19.31314501,18.54503606,18.13050423,17.5508111,21.23704546,16.98727259,19.60019527,18.18464667,18.20669478,18.71495982,18.47303893,21.719512,19.34342903,21.35295862,19.723998,17.51126262,20.79685303,18.72269764,23.42300573,17.28798591,18.84226223,18.13050423,21.48022312,18.43496123,22.92950992,20.63673889,23.39852985,20.50253621,19.90795692,20.90004649,17.78060391,18.73079944,18.58786559,18.24316412,17.83775722,19.41755663,19.15675951,18.0586613,18.62722117,18.45945617,18.10196241
Borrelidin,16.96603488,16.68599917,16.82471722,16.7632174,16.80232141,16.77027819,16.72738365,16.35000424,15.12137513,16.43277744,16.70119873,15.7759528,20.20392982,16.72738365,19.79927029,16.06502575,16.23758414,16.15964801,20.10728404,20.69569516,20.43793796,20.7429718,20.56419928,16.53441572,21.38891457,18.07321423,22.35295349,17.201546,18.78288295,15.93148233,20.98624218,18.15464145,21.24968771,23.09009471,22.09361144,20.66137516,17.42844374,18.40303621,16.55928305,15.89414225,16.27231662,16.62621856,16.37067168,16.79064559,15.7959003,16.15964801,16.83891151,16.69347227,16.67843926
Brivaracetam,19.87840094,19.84861692,20.55473575,21.01230561,19.95342813,19.9627974,20.3551337,19.81364659,20.06097053,19.96790768,21.41454853,20.34889428,19.03025523,20.63439782,20.95190822,19.5432772,19.63201889,19.77695333,19.67055857,18.04580689,17.97781095,19.24427233,18.30509104,18.71495982,18.12346921,18.49615246,18.08940073,18.45945617,20.23692575,18.71495982,22.37787746,21.43550689,22.07498127,17.82342779,20.97536841,18.80122408,18.20971123,19.83487491,18.98921025,22.11899955,21.73388793,19.9238073,19.00880021,20.2303425,22.47560259,19.81932641,19.90795692,20.00661611,19.74586458
BRUCEANTIN,18.23637893,17.98086299,17.96713966,18.12346921,17.9595185,18.13289642,18.08620356,17.75362341,16.66528162,18.03248805,17.17495603,16.60582606,17.11420103,17.23734345,18.29833717,19.12983957,17.77677445,17.39388746,17.28385312,19.55966117,19.8654973,23.51466953,20.29396488,17.64040817,21.22471281,18.66943232,23.80064342,19.02369066,16.72738365,17.71497589,18.7397156,17.59845588,22.26016371,21.49472968,22.45051325,18.86118014,17.9861632,18.79063698,17.33438111,17.05379932,17.14004639,17.89867001,17.45392619,18.19204978,16.90587213,17.2621727,17.9861632,17.89867001,17.89867001
Butanoic acid,24.0762045,21.97174049,22.03361418,23.29241394,21.82774928,22.63974153,23.6679475,22.23189413,20.59401937,22.27204144,21.95189178,23.64521859,21.80634786,22.33724813,20.76936942,22.3076818,21.32140843,23.04689903,22.63221551,21.7647497,22.19248381,21.79114061,21.57301174,22.62300935,21.10003624,23.3870803,21.71297088,22.51308158,21.66602133,23.21444535,21.86433775,22.53566967,21.79906164,21.79499563,20.39485751,22.67189698,22.17773198,22.45051325,22.55179292,22.37787746,21.98754661,23.01535229,22.82431038,23.00405797,22.5656899,22.67922558,23.00405797,23.27710385,22.21285854
Butenylcarnitine,20.53264599,20.58340438,20.52026861,20.54168674,20.39485751,20.47502238,20.67567178,20.37559698,22.74241884,20.34889428,20.28736913,21.19912747,19.43491046,19.93707034,19.28754296,19.35557786,19.93707034,19.80647831,19.83487491,20.24412436,19.65155401,19.65672408,19.5749759,20.29695382,21.00677697,20.53264599,19.8027808,21.03885373,25.21192217,21.26394829,25.88734383,20.87481436,19.62256617,19.4969308,23.08469818,20.86728114,20.01851254,19.4245192,21.00323592,25.54123757,25.02330748,20.17597135,20.9600244,20.45219973,25.8609503,23.73491331,20.27250617,20.37559698,20.15148549
Butroxydim,22.9708677,22.51734068,22.8048717,22.78907418,22.06495136,22.55632039,22.63974153,21.66602133,22.34116952,21.99585615,21.14273327,29.22515501,21.06168122,28.67923534,20.92016359,21.31039992,21.19607572,21.86433775,21.15704191,27.56645609,27.82651738,27.82651738,27.1984544,27.716681,29.1165092,27.78280072,27.30291014,28.46922324,24.19906881,28.38530876,24.95990914,27.56645609,20.57993478,27.98220522,21.95189178,28.50689921,28.16823203,20.61391733,28.22141244,24.9793738,24.96641424,22.73781714,27.45600488,21.55937738,25.18119984,30.31311769,22.82910085,22.16589113,22.41572272
Butylbenzylphthalate,20.11256848,21.08271411,20.55752265,20.90004649,20.15515529,20.34267846,20.7429718,19.28754296,17.94341479,20.52280302,19.14520045,20.52280302,19.25443444,19.59017442,18.3451774,19.46337296,20.90004649,19.44908857,21.08982498,20.38759492,18.46756101,18.7397156,18.90947447,19.89742488,18.31947698,20.02475847,18.4253764,19.85091608,20.64150294,19.55717778,19.53940189,20.53788905,18.13615972,18.62722117,18.77434017,19.94724689,19.4245192,18.64846206,20.47502238,20.67567178,19.79564655,19.69408082,21.05073345,21.56281004,22.39368904,20.78968948,21.18580176,20.55473575,20.53788905
Butyraldehyde,27.52511257,26.61837431,26.2238322,26.52444365,25.40063273,26.53768738,26.5476744,27.16010064,25.94105524,25.55903107,24.77467319,26.53768738,24.61756792,24.85407241,24.06667236,25.59813717,25.22696416,26.34153643,24.56670791,25.09580217,24.61201992,24.79851892,24.52839074,25.02967854,24.85982497,25.24303342,24.37705387,25.57305041,24.88489816,25.9730829,28.59516091,25.6843662,23.84245664,24.56173199,26.56920009,25.28150313,24.59854624,26.68494124,25.52156581,27.82651738,27.82651738,26.67478788,25.16621218,26.32203151,28.28977505,27.10545812,26.47533701,26.78120452,27.80611783
Cafestol,20.08367381,20.01434391,20.02818357,20.25507137,19.53070916,19.88152997,20.11256848,19.45719106,22.70326642,19.723998,18.94116189,20.57158732,18.50154143,18.45945617,18.54503606,18.58067586,19.22184169,19.34342903,19.48043386,19.08278227,18.20971123,17.91182448,18.19887954,18.79315988,18.03571866,18.51888224,17.72559858,19.5193389,24.65059357,19.74802296,24.97301107,18.13050423,18.22135963,17.79230259,22.96644128,18.51454713,18.39698958,18.69982542,19.70570019,24.85982497,23.99582083,20.06097053,20.62455618,20.07443299,25.24303342,22.34843167,20.01851254,20.07758604,19.3072841
